Year,Province,Island,Class,Value
2021,Torba,Loh,PreSchool,16.0
2021,Torba,Loh,1,12.0
2021,Torba,Loh,2,11.0
2021,Torba,Loh,3,9.0
2021,Torba,Loh,4,7.0
2021,Torba,Loh,5,11.0
2021,Torba,Loh,6,10.0
2021,Torba,Loh,7,39.0
2021,Torba,Loh,8,19.0
2021,Torba,Mere Lava,,201.0
2021,Torba,Mere Lava,PreSchool,45.0
2021,Torba,Mere Lava,1,23.0
2021,Torba,Mere Lava,2,31.0
2021,Torba,Mere Lava,3,32.0
2021,Torba,Mere Lava,4,26.0
2021,Torba,Mere Lava,5,21.0
2021,Torba,Mere Lava,6,23.0
2021,Torba,Mota,,193.0
2021,Torba,Mota,PreSchool,48.0
2021,Torba,Mota,1,17.0
2021,Torba,Mota,2,28.0
2021,Torba,Mota,3,14.0
2021,Torba,Mota,4,29.0
2021,Torba,Mota,5,36.0
2021,Torba,Mota,6,21.0
2021,Torba,Mota Lava,,517.0
2021,Torba,Mota Lava,PreSchool,93.0
2021,Torba,Mota Lava,1,46.0
2021,Torba,Mota Lava,2,62.0
2021,Torba,Mota Lava,3,68.0
2021,Torba,Mota Lava,4,46.0
2021,Torba,Mota Lava,5,64.0
2021,Torba,Mota Lava,6,41.0
2021,Torba,Mota Lava,7,30.0
2021,Torba,Mota Lava,8,18.0
2021,Torba,Mota Lava,9,32.0
2021,Torba,Mota Lava,10,17.0
2021,Torba,Rah,,9.0
2021,Torba,Rah,PreSchool,9.0
2021,Torba,Tegua,,12.0
2021,Torba,Tegua,PreSchool,12.0
2021,Torba,Toga,,137.0
2021,Torba,Toga,PreSchool,30.0
2021,Torba,Toga,1,13.0
2021,Torba,Toga,2,16.0
2021,Torba,Toga,3,20.0
2021,Torba,Toga,4,14.0
2021,Torba,Toga,5,20.0
2021,Torba,Toga,6,24.0
2021,Torba,Ureparapara,,116.0
2021,Torba,Ureparapara,PreSchool,34.0
2021,Torba,Ureparapara,1,11.0
2021,Torba,Ureparapara,2,10.0
2021,Torba,Ureparapara,3,14.0
2021,Torba,Ureparapara,4,18.0
2021,Torba,Ureparapara,5,17.0
2021,Torba,Ureparapara,6,12.0
2021,Torba,Vanua Lava,,1054.0
2021,Torba,Vanua Lava,PreSchool,183.0
2021,Torba,Vanua Lava,1,98.0
2021,Torba,Vanua Lava,2,76.0
2021,Torba,Vanua Lava,3,108.0
2021,Torba,Vanua Lava,4,72.0
2021,Torba,Vanua Lava,5,88.0
2021,Torba,Vanua Lava,6,96.0
2021,Torba,Vanua Lava,7,103.0
2021,Torba,Vanua Lava,8,79.0
2021,Torba,Vanua Lava,9,50.0
2021,Torba,Vanua Lava,10,52.0
2021,Torba,Vanua Lava,11,24.0
2021,Torba,Vanua Lava,12,20.0
2021,Torba,Vanua Lava,13,5.0
2022,,,,98955.0
2022,Malampa,,,14372.0
2022,Malampa,Ambrym,,2555.0
2022,Malampa,Ambrym,PreSchool,417.0
2022,Malampa,Ambrym,1,284.0
2022,Malampa,Ambrym,2,245.0
2022,Malampa,Ambrym,3,277.0
2022,Malampa,Ambrym,4,249.0
2022,Malampa,Ambrym,5,235.0
2022,Malampa,Ambrym,6,235.0
2022,Malampa,Ambrym,7,189.0
2022,Malampa,Ambrym,8,154.0
2022,Malampa,Ambrym,9,153.0
2022,Malampa,Ambrym,10,117.0
2022,Malampa,Atchin,,216.0
2022,Malampa,Atchin,PreSchool,42.0
2022,Malampa,Atchin,1,44.0
2022,Malampa,Atchin,2,32.0
2022,Malampa,Atchin,3,25.0
2022,Malampa,Atchin,4,24.0
2022,Malampa,Atchin,5,25.0
2022,Malampa,Atchin,6,24.0
2022,Malampa,Avock,,65.0
2022,Malampa,Avock,1,5.0
2022,Malampa,Avock,2,6.0
2022,Malampa,Avock,3,13.0
2022,Malampa,Avock,4,11.0
2022,Malampa,Avock,5,12.0
2022,Malampa,Avock,6,18.0
2022,Malampa,Malekula,,10278.0
2022,Malampa,Malekula,PreSchool,1704.0
2022,Malampa,Malekula,1,929.0
2022,Malampa,Malekula,2,955.0
2022,Malampa,Malekula,3,958.0
2022,Malampa,Malekula,4,988.0
2022,Malampa,Malekula,5,1008.0
2022,Malampa,Malekula,6,888.0
2022,Malampa,Malekula,7,773.0
2022,Malampa,Malekula,8,660.0
2022,Malampa,Malekula,9,612.0
2022,Malampa,Malekula,10,436.0
2022,Malampa,Malekula,11,170.0
2022,Malampa,Malekula,12,125.0
2022,Malampa,Malekula,13,72.0
2022,Malampa,Maskelyns,,368.0
2022,Malampa,Maskelyns,PreSchool,38.0
2022,Malampa,Maskelyns,1,27.0
2022,Malampa,Maskelyns,2,27.0
2022,Malampa,Maskelyns,3,34.0
2022,Malampa,Maskelyns,4,38.0
2022,Malampa,Maskelyns,5,72.0
2022,Malampa,Maskelyns,6,25.0
2022,Malampa,Maskelyns,7,42.0
2022,Malampa,Maskelyns,8,30.0
2022,Malampa,Maskelyns,9,14.0
2022,Malampa,Maskelyns,10,21.0
2022,Malampa,Paama,,386.0
2022,Malampa,Paama,PreSchool,69.0
2022,Malampa,Paama,1,35.0
2022,Malampa,Paama,2,32.0
2022,Malampa,Paama,3,40.0
2022,Malampa,Paama,4,43.0
2022,Malampa,Paama,5,24.0
2022,Malampa,Paama,6,40.0
2022,Malampa,Paama,7,39.0
2022,Malampa,Paama,8,21.0
2022,Malampa,Paama,9,20.0
2022,Malampa,Paama,10,23.0
2022,Malampa,Tomman,,62.0
2022,Malampa,Tomman,1,11.0
2022,Malampa,Tomman,2,7.0
2022,Malampa,Tomman,3,8.0
2022,Malampa,Tomman,4,17.0
2022,Malampa,Tomman,5,11.0
2022,Malampa,Tomman,6,8.0
2022,Malampa,Uripiv,,110.0
2022,Malampa,Uripiv,1,16.0
2022,Malampa,Uripiv,2,21.0
2022,Malampa,Uripiv,3,28.0
2022,Malampa,Uripiv,4,17.0
2022,Malampa,Uripiv,5,12.0
2022,Malampa,Uripiv,6,16.0
2022,Malampa,Vao,,332.0
2022,Malampa,Vao,1,63.0
2022,Malampa,Vao,2,65.0
2022,Malampa,Vao,3,67.0
2022,Malampa,Vao,4,62.0
2022,Malampa,Vao,5,32.0
2022,Malampa,Vao,6,43.0
2022,Penama,,,11433.0
2022,Penama,Ambae,,3260.0
2022,Penama,Ambae,PreSchool,510.0
2022,Penama,Ambae,1,308.0
2022,Penama,Ambae,2,298.0
2022,Penama,Ambae,3,294.0
2022,Penama,Ambae,4,336.0
2022,Penama,Ambae,5,299.0
2022,Penama,Ambae,6,279.0
2022,Penama,Ambae,7,219.0
2022,Penama,Ambae,8,194.0
2022,Penama,Ambae,9,167.0
2022,Penama,Ambae,10,160.0
2022,Penama,Ambae,11,73.0
2022,Penama,Ambae,12,73.0
2022,Penama,Ambae,13,50.0
2022,Penama,Maewo,,1428.0
2022,Penama,Maewo,PreSchool,282.0
2022,Penama,Maewo,1,156.0
2022,Penama,Maewo,2,154.0
2022,Penama,Maewo,3,190.0
2022,Penama,Maewo,4,144.0
2022,Penama,Maewo,5,149.0
2022,Penama,Maewo,6,126.0
2022,Penama,Maewo,7,77.0
2022,Penama,Maewo,8,56.0
2022,Penama,Maewo,9,60.0
2022,Penama,Maewo,10,34.0
2022,Penama,Pentecost,,6745.0
2022,Penama,Pentecost,PreSchool,1163.0
2022,Penama,Pentecost,1,707.0
2022,Penama,Pentecost,2,795.0
2022,Penama,Pentecost,3,703.0
2022,Penama,Pentecost,4,733.0
2022,Penama,Pentecost,5,659.0
2022,Penama,Pentecost,6,551.0
2022,Penama,Pentecost,7,426.0
2022,Penama,Pentecost,8,336.0
2022,Penama,Pentecost,9,293.0
2022,Penama,Pentecost,10,206.0
2022,Penama,Pentecost,11,97.0
2022,Penama,Pentecost,12,47.0
2022,Penama,Pentecost,13,29.0
2022,Sanma,,,21431.0
2022,Sanma,Aore,,435.0
2022,Sanma,Aore,PreSchool,7.0
2022,Sanma,Aore,1,8.0
2022,Sanma,Aore,2,9.0
2022,Sanma,Aore,3,11.0
2022,Sanma,Aore,4,12.0
2022,Sanma,Aore,5,18.0
2022,Sanma,Aore,6,14.0
2022,Sanma,Aore,7,36.0
2022,Sanma,Aore,8,35.0
2022,Sanma,Aore,9,59.0
2022,Sanma,Aore,10,50.0
2022,Sanma,Aore,11,82.0
2022,Sanma,Aore,12,50.0
2022,Sanma,Aore,13,44.0
2022,Sanma,Araki,,37.0
2022,Sanma,Araki,1,9.0
2022,Sanma,Araki,2,6.0
2022,Sanma,Araki,3,7.0
2022,Sanma,Araki,4,2.0
2022,Sanma,Araki,5,10.0
2022,Sanma,Araki,6,3.0
2022,Sanma,Malo,,1464.0
2022,Sanma,Malo,PreSchool,270.0
2022,Sanma,Malo,1,124.0
2022,Sanma,Malo,2,166.0
2022,Sanma,Malo,3,158.0
2022,Sanma,Malo,4,158.0
2022,Sanma,Malo,5,165.0
2022,Sanma,Malo,6,138.0
2022,Sanma,Malo,7,102.0
2022,Sanma,Malo,8,82.0
2022,Sanma,Malo,9,43.0
2022,Sanma,Malo,10,58.0
2022,Sanma,Mavea,,32.0
2022,Sanma,Mavea,1,4.0
2022,Sanma,Mavea,2,5.0
2022,Sanma,Mavea,3,5.0
2022,Sanma,Mavea,4,5.0
2022,Sanma,Mavea,5,7.0
2022,Sanma,Mavea,6,6.0
2022,Sanma,Santo,,19299.0
2022,Sanma,Santo,PreSchool,2715.0
2022,Sanma,Santo,1,1747.0
2022,Sanma,Santo,2,1778.0
2022,Sanma,Santo,3,1875.0
2022,Sanma,Santo,4,1923.0
2022,Sanma,Santo,5,2088.0
2022,Sanma,Santo,6,1665.0
2022,Sanma,Santo,7,1238.0
2022,Sanma,Santo,8,1081.0
2022,Sanma,Santo,9,1041.0
2022,Sanma,Santo,10,795.0
2022,Sanma,Santo,11,532.0
2022,Sanma,Santo,12,409.0
2022,Sanma,Santo,13,341.0
2022,Sanma,Santo,14,71.0
2022,Sanma,Tutuba,,164.0
2022,Sanma,Tutuba,PreSchool,48.0
2022,Sanma,Tutuba,1,20.0
2022,Sanma,Tutuba,2,16.0
2022,Sanma,Tutuba,3,17.0
2022,Sanma,Tutuba,4,20.0
2022,Sanma,Tutuba,5,23.0
2022,Sanma,Tutuba,6,20.0
2022,Shefa,,,31354.0
2022,Shefa,Buninga,,32.0
2022,Shefa,Buninga,PreSchool,11.0
2022,Shefa,Buninga,1,6.0
2022,Shefa,Buninga,3,4.0
2022,Shefa,Buninga,5,5.0
2022,Shefa,Buninga,6,6.0
2022,Shefa,Efate,,26225.0
2022,Shefa,Efate,PreSchool,3870.0
2022,Shefa,Efate,1,2024.0
2022,Shefa,Efate,2,2093.0
2022,Shefa,Efate,3,2390.0
2022,Shefa,Efate,4,2275.0
2022,Shefa,Efate,5,2125.0
2022,Shefa,Efate,6,2054.0
2022,Shefa,Efate,7,1775.0
2022,Shefa,Efate,8,1651.0
2022,Shefa,Efate,9,1307.0
2022,Shefa,Efate,10,1337.0
2022,Shefa,Efate,11,1060.0
2022,Shefa,Efate,12,1040.0
2022,Shefa,Efate,13,971.0
2022,Shefa,Efate,14,253.0
2022,Shefa,Emae,,282.0
2022,Shefa,Emae,1,27.0
2022,Shefa,Emae,2,24.0
2022,Shefa,Emae,3,30.0
2022,Shefa,Emae,4,32.0
2022,Shefa,Emae,5,33.0
2022,Shefa,Emae,6,28.0
2022,Shefa,Emae,7,32.0
2022,Shefa,Emae,8,28.0
2022,Shefa,Emae,9,27.0
2022,Shefa,Emae,10,21.0
2022,Shefa,Emao,,300.0
2022,Shefa,Emao,PreSchool,52.0
2022,Shefa,Emao,1,38.0
2022,Shefa,Emao,2,36.0
2022,Shefa,Emao,3,32.0
2022,Shefa,Emao,4,38.0
2022,Shefa,Emao,5,22.0
2022,Shefa,Emao,6,34.0
2022,Shefa,Emao,7,23.0
2022,Shefa,Emao,8,25.0
2022,Shefa,Epi,,2601.0
2022,Shefa,Epi,PreSchool,377.0
2022,Shefa,Epi,1,278.0
2022,Shefa,Epi,2,273.0
2022,Shefa,Epi,3,288.0
2022,Shefa,Epi,4,252.0
2022,Shefa,Epi,5,283.0
2022,Shefa,Epi,6,277.0
2022,Shefa,Epi,7,146.0
2022,Shefa,Epi,8,144.0
2022,Shefa,Epi,9,119.0
2022,Shefa,Epi,10,86.0
2022,Shefa,Epi,11,41.0
2022,Shefa,Epi,12,37.0
2022,Shefa,Ifira,,157.0
2022,Shefa,Ifira,PreSchool,28.0
2022,Shefa,Ifira,1,19.0
2022,Shefa,Ifira,2,24.0
2022,Shefa,Ifira,3,17.0
2022,Shefa,Ifira,4,21.0
2022,Shefa,Ifira,5,22.0
2022,Shefa,Ifira,6,26.0
2022,Shefa,Lamen,,36.0
2022,Shefa,Lamen,PreSchool,36.0
2022,Shefa,Lelepa,,130.0
2022,Shefa,Lelepa,PreSchool,29.0
2022,Shefa,Lelepa,1,16.0
2022,Shefa,Lelepa,2,21.0
2022,Shefa,Lelepa,3,13.0
2022,Shefa,Lelepa,4,16.0
2022,Shefa,Lelepa,5,15.0
2022,Shefa,Lelepa,6,20.0
2022,Shefa,Makira,,41.0
2022,Shefa,Makira,PreSchool,13.0
2022,Shefa,Makira,1,2.0
2022,Shefa,Makira,2,4.0
2022,Shefa,Makira,3,9.0
2022,Shefa,Makira,4,5.0
2022,Shefa,Makira,5,6.0
2022,Shefa,Makira,6,2.0
2022,Shefa,Matoso,,30.0
2022,Shefa,Matoso,1,9.0
2022,Shefa,Matoso,3,7.0
2022,Shefa,Matoso,5,14.0
2022,Shefa,Moso,,113.0
2022,Shefa,Moso,1,17.0
2022,Shefa,Moso,2,27.0
2022,Shefa,Moso,3,21.0
2022,Shefa,Moso,4,15.0
2022,Shefa,Moso,5,12.0
2022,Shefa,Moso,6,21.0
2022,Shefa,Nguna,,538.0
2022,Shefa,Nguna,PreSchool,69.0
2022,Shefa,Nguna,1,55.0
2022,Shefa,Nguna,2,70.0
2022,Shefa,Nguna,3,39.0
2022,Shefa,Nguna,4,52.0
2022,Shefa,Nguna,5,54.0
2022,Shefa,Nguna,6,48.0
2022,Shefa,Nguna,7,45.0
2022,Shefa,Nguna,8,46.0
2022,Shefa,Nguna,9,32.0
2022,Shefa,Nguna,10,28.0
2022,Shefa,Pele,,103.0
2022,Shefa,Pele,1,18.0
2022,Shefa,Pele,2,15.0
2022,Shefa,Pele,3,14.0
2022,Shefa,Pele,4,22.0
2022,Shefa,Pele,5,16.0
2022,Shefa,Pele,6,18.0
2022,Shefa,Tongariki,,90.0
2022,Shefa,Tongariki,PreSchool,22.0
2022,Shefa,Tongariki,1,16.0
2022,Shefa,Tongariki,2,10.0
2022,Shefa,Tongariki,3,12.0
2022,Shefa,Tongariki,4,9.0
2022,Shefa,Tongariki,5,16.0
2022,Shefa,Tongariki,6,5.0
2022,Shefa,Tongoa,,676.0
2022,Shefa,Tongoa,PreSchool,113.0
2022,Shefa,Tongoa,1,87.0
2022,Shefa,Tongoa,2,71.0
2022,Shefa,Tongoa,3,86.0
2022,Shefa,Tongoa,4,88.0
2022,Shefa,Tongoa,5,75.0
2022,Shefa,Tongoa,6,92.0
2022,Shefa,Tongoa,7,11.0
2022,Shefa,Tongoa,8,33.0
2022,Shefa,Tongoa,9,20.0
2022,Tafea,,,16898.0
2022,Tafea,Aneityum,,529.0
2022,Tafea,Aneityum,PreSchool,107.0
2022,Tafea,Aneityum,1,31.0
2022,Tafea,Aneityum,2,52.0
2022,Tafea,Aneityum,3,50.0
2022,Tafea,Aneityum,4,49.0
2022,Tafea,Aneityum,5,70.0
2022,Tafea,Aneityum,6,48.0
2022,Tafea,Aneityum,7,43.0
2022,Tafea,Aneityum,8,31.0
2022,Tafea,Aneityum,9,27.0
2022,Tafea,Aneityum,10,21.0
2022,Tafea,Aniwa,,141.0
2022,Tafea,Aniwa,PreSchool,37.0
2022,Tafea,Aniwa,1,13.0
2022,Tafea,Aniwa,2,21.0
2022,Tafea,Aniwa,3,14.0
2022,Tafea,Aniwa,4,14.0
2022,Tafea,Aniwa,5,12.0
2022,Tafea,Aniwa,6,13.0
2022,Tafea,Aniwa,7,10.0
2022,Tafea,Aniwa,8,7.0
2022,Tafea,Erromango,,936.0
2022,Tafea,Erromango,PreSchool,121.0
2022,Tafea,Erromango,1,120.0
2022,Tafea,Erromango,2,96.0
2022,Tafea,Erromango,3,61.0
2022,Tafea,Erromango,4,99.0
2022,Tafea,Erromango,5,99.0
2022,Tafea,Erromango,6,93.0
2022,Tafea,Erromango,7,67.0
2022,Tafea,Erromango,8,75.0
2022,Tafea,Erromango,9,53.0
2022,Tafea,Erromango,10,52.0
2022,Tafea,Futuna,,291.0
2022,Tafea,Futuna,PreSchool,46.0
2022,Tafea,Futuna,1,22.0
2022,Tafea,Futuna,2,26.0
2022,Tafea,Futuna,3,16.0
2022,Tafea,Futuna,4,19.0
2022,Tafea,Futuna,5,29.0
2022,Tafea,Futuna,6,19.0
2022,Tafea,Futuna,7,27.0
2022,Tafea,Futuna,8,35.0
2022,Tafea,Futuna,9,28.0
2022,Tafea,Futuna,10,24.0
2022,Tafea,Tanna,,15001.0
2022,Tafea,Tanna,PreSchool,2358.0
2022,Tafea,Tanna,1,1454.0
2022,Tafea,Tanna,2,1560.0
2022,Tafea,Tanna,3,1688.0
2022,Tafea,Tanna,4,1670.0
2022,Tafea,Tanna,5,1505.0
2022,Tafea,Tanna,6,1499.0
2022,Tafea,Tanna,7,836.0
2022,Tafea,Tanna,8,736.0
2022,Tafea,Tanna,9,622.0
2022,Tafea,Tanna,10,477.0
2022,Tafea,Tanna,11,271.0
2022,Tafea,Tanna,12,210.0
2022,Tafea,Tanna,13,115.0
2022,Torba,,,3467.0
2022,Torba,Gaua,,1005.0
2022,Torba,Gaua,PreSchool,176.0
2022,Torba,Gaua,1,113.0
2022,Torba,Gaua,2,106.0
2022,Torba,Gaua,3,114.0
2022,Torba,Gaua,4,100.0
2022,Torba,Gaua,5,116.0
2022,Torba,Gaua,6,100.0
2022,Torba,Gaua,7,52.0
2022,Torba,Gaua,8,32.0
2022,Torba,Gaua,9,71.0
2022,Torba,Gaua,10,25.0
2022,Torba,Hiu,,109.0
2022,Torba,Hiu,PreSchool,27.0
2022,Torba,Hiu,1,22.0
2022,Torba,Hiu,2,11.0
2022,Torba,Hiu,3,12.0
2022,Torba,Hiu,4,11.0
2022,Torba,Hiu,5,18.0
2022,Torba,Hiu,6,8.0
2022,Torba,Loh,,182.0
2022,Torba,Loh,PreSchool,12.0
2022,Torba,Loh,1,11.0
2022,Torba,Loh,2,12.0
2022,Torba,Loh,3,12.0
2022,Torba,Loh,4,10.0
2022,Torba,Loh,5,7.0
2022,Torba,Loh,6,11.0
2022,Torba,Loh,7,42.0
2022,Torba,Loh,8,42.0
2022,Torba,Loh,9,23.0
2022,Torba,Mere Lava,,171.0
2022,Torba,Mere Lava,PreSchool,27.0
2022,Torba,Mere Lava,1,21.0
2022,Torba,Mere Lava,2,29.0
2022,Torba,Mere Lava,3,29.0
2022,Torba,Mere Lava,4,25.0
2022,Torba,Mere Lava,5,22.0
2022,Torba,Mere Lava,6,18.0
2022,Torba,Mota,,168.0
2022,Torba,Mota,PreSchool,29.0
2022,Torba,Mota,1,21.0
2022,Torba,Mota,2,23.0
2022,Torba,Mota,3,25.0
2022,Torba,Mota,4,15.0
2022,Torba,Mota,5,26.0
2022,Torba,Mota,6,29.0
2022,Torba,Mota Lava,,504.0
2022,Torba,Mota Lava,PreSchool,79.0
2022,Torba,Mota Lava,1,50.0
2022,Torba,Mota Lava,2,46.0
2022,Torba,Mota Lava,3,58.0
2022,Torba,Mota Lava,4,65.0
2022,Torba,Mota Lava,5,44.0
2022,Torba,Mota Lava,6,55.0
2022,Torba,Mota Lava,7,32.0
2022,Torba,Mota Lava,8,28.0
2022,Torba,Mota Lava,9,19.0
2022,Torba,Mota Lava,10,28.0
2022,Torba,Rah,,13.0
2022,Torba,Rah,PreSchool,13.0
2022,Torba,Tegua,,7.0
2022,Torba,Tegua,PreSchool,7.0
2022,Torba,Toga,,153.0
2022,Torba,Toga,PreSchool,44.0
2022,Torba,Toga,1,22.0
2022,Torba,Toga,2,14.0
2022,Torba,Toga,3,17.0
2022,Torba,Toga,4,20.0
2022,Torba,Toga,5,14.0
2022,Torba,Toga,6,22.0
2022,Torba,Ureparapara,,122.0
2022,Torba,Ureparapara,PreSchool,33.0
2022,Torba,Ureparapara,1,18.0
2022,Torba,Ureparapara,2,11.0
2022,Torba,Ureparapara,3,10.0
2022,Torba,Ureparapara,4,16.0
2022,Torba,Ureparapara,5,17.0
2022,Torba,Ureparapara,6,17.0
2022,Torba,Vanua Lava,,1033.0
2022,Torba,Vanua Lava,PreSchool,176.0
2022,Torba,Vanua Lava,1,92.0
2022,Torba,Vanua Lava,2,99.0
2022,Torba,Vanua Lava,3,79.0
2022,Torba,Vanua Lava,4,107.0
2022,Torba,Vanua Lava,5,75.0
2022,Torba,Vanua Lava,6,86.0
2022,Torba,Vanua Lava,7,103.0
2022,Torba,Vanua Lava,8,85.0
2022,Torba,Vanua Lava,9,54.0
2022,Torba,Vanua Lava,10,32.0
2022,Torba,Vanua Lava,11,16.0
2022,Torba,Vanua Lava,12,15.0
2022,Torba,Vanua Lava,13,14.0
