Year,Ministry,Department,Program,Activity,Budget,Budget Type,Value
2016,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Actual,27673363
2016,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Budget,27840189
2016,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Livestock,Livestock,"Supporting institutional capacity, policy, communication and administration",Payroll,Original Budget,27840189
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Actual,2932245
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Budget,2932245
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Operations,Original Budget,2932245
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Actual,36780400
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Budget,37060915
2016,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,37060915
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Actual,1296317
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Budget,1414166
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Operations,Original Budget,1414166
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Actual,10409979
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Budget,10882185
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Executive Management,Payroll,Original Budget,10882185
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Actual,36369477
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Budget,27823432
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Operations,Original Budget,27823432
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Actual,22618268
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Budget,21843178
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Executive Management and Corporate Services,Corporate Services,Payroll,Original Budget,21843178
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Actual,243767
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Budget,243767
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Survey,Operations,Original Budget,243767
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Actual,3226549
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Budget,2560999
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Budget Supplementary,646880
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Operations,Original Budget,2560999
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Actual,21528453
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Budget,22942029
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Budget Supplementary,1038000
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Lands Management,Land Survey,Payroll,Original Budget,22942029
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Actual,160039
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Budget,174588
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Land Use Planning,Operations,Original Budget,174588
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Actual,3573643
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Budget,3577950
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Operations,Original Budget,3577950
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Actual,7184282
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Budget,8107195
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Use Planning,Payroll,Original Budget,8107195
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Actual,143616
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Budget,156670
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Lands Management,Lease Management,Operations,Original Budget,156670
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Actual,8171928
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Budget,5142764
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Operations,Original Budget,5142764
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Actual,7505043
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Budget,14444456
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Lease Management,Payroll,Original Budget,14444456
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Operations,Actual,-9000
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Lease Management,Payroll,Actual,-1162768
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Actual,1174415
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Budget,1281188
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Operations,Original Budget,1281188
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Actual,8462286
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Budget,7356211
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Land Valuation,Payroll,Original Budget,7356211
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Actual,3249903
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Budget,3245333
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Operations,Original Budget,3245333
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Actual,17486533
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Budget,16181006
2016,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Lands Management,Land Registry,Payroll,Original Budget,16181006
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Actual,2686666
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Budget,2686666
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Operations,Original Budget,2686666
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Actual,5446888
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Budget,4276761
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Budget Supplementary,1000000
2016,"Ministry of Lands, Mines & Water Resources",Department of Lands,Lands Management,Enforcement & Compliance,Payroll,Original Budget,4276761
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Actual,11268446
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Budget,11268446
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Operations,Original Budget,11268446
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Actual,10708205
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Budget,10449754
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Geology and Mines,Mines and Minerals,Payroll,Original Budget,10449754
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Actual,271689
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Budget,296383
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resources,Operations,Original Budget,296383
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Actual,7791114
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Budget,7828000
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Operations,Original Budget,7828000
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Actual,16233612
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Budget,15402241
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resources,Payroll,Original Budget,15402241
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Actual,243419
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Budget,265555
2016,"Ministry of Lands, Mines & Water Resources",Corporate Services,Water Resources,Water Resource Management,Operations,Original Budget,265555
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Actual,17223990
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Budget,7223990
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Budget Supplementary,10000000
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Operations,Original Budget,7223990
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Actual,9886204
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Budget,15424102
2016,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Water Resources,Water Resource Management,Payroll,Original Budget,15424102
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Actual,1843882
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Budget,1855284
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Operations,Original Budget,1855284
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Actual,6380509
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Budget,7496514
2016,"Ministry of Lands, Mines & Water Resources",Valuer General,Valuer General's Office,Land Valuation Services,Payroll,Original Budget,7496514
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Actual,6637518
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Budget,8305864
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Operations,Original Budget,8305864
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Actual,38681189
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Budget,38447763
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,MinisterialCabinet Support,Portfolio Coordination,Payroll,Original Budget,38447763
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Actual,57289643
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Budget,50550572
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Operations,Original Budget,50550572
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Actual,20982375
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Budget,24678015
2016,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Executive Management and Corporate Services,Director General and Corporate Services,Payroll,Original Budget,24678015
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Actual,38490287
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Budget,38583575
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Operations,Original Budget,38583575
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Actual,20185348
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Budget,22817362
2016,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Civil Aviation Authority,Civil Aviation Management and Administration Support,Payroll,Original Budget,22817362
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Actual,79074302
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Budget,119106798
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Operations,Original Budget,119106798
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Actual,85794532
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Budget,83111142
2016,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Shipping Services,Ports Administration,Payroll,Original Budget,83111142
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Actual,178770804
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Budget,387341490
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Operations,Original Budget,387341490
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Actual,205426630
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Budget,229798929
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Development and Maintenance of Government Infrastructure,Payroll,Original Budget,229798929
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Actual,677108557
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Budget,540000000
2016,Ministry of Infrastructure and Public Utilities,Department of Public Works,Public Works,Government Contributions to Projects,Operations,Original Budget,540000000
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Actual,20154110
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Budget,18592184
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Operations,Original Budget,18592184
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Actual,40369644
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Budget,49333957
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Cabinet Support,Portfolio Coordination,Payroll,Original Budget,49333957
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Actual,126508693
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Budget,111554076
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Budget Supplementary,8500000
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Operations,Original Budget,111554076
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Payroll,Actual,164535940
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Payroll,Budget,170231043
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Payroll,Budget Supplementary,3920000
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Dept of Foreign Affairs,Operations of the Department of Foreign Affairs,Payroll,Original Budget,170231043
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Operations,Actual,12191069
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Operations,Budget,10727555
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Operations,Original Budget,10727555
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Payroll,Actual,7849250
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Payroll,Budget,9440014
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Negotiation,Payroll,Original Budget,9440014
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Operations,Actual,3759547
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Operations,Budget,3775026
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Operations,Original Budget,3775026
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Payroll,Actual,6193642
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Payroll,Budget,6368367
2016,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",External Trade Negotiation and Development,External Trade Policy & Administration,Payroll,Original Budget,6368367
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Operations,Actual,2637934
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Operations,Budget,2927019
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Operations,Original Budget,2927019
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Payroll,Actual,37217367
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Payroll,Budget,35966175
2016,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Ministry Cabinet,Cabinet Support Services,Payroll,Original Budget,35966175
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Operations,Actual,3956833
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Operations,Budget,3930814
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Operations,Original Budget,3930814
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Payroll,Actual,29197070
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Payroll,Budget,31277750
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Executive Management & Support Services,Payroll,Original Budget,31277750
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Operations,Actual,200704321
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Operations,Budget,47096502
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Operations,Budget Supplementary,139810000
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Operations,Original Budget,47096502
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Payroll,Actual,5485869
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Payroll,Budget,16072064
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Executive Management and Cooperate Services,Contribution to Sport & Youth Development,Payroll,Original Budget,16072064
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth Development & Sports,Provincial Grants Youth Development,Operations,Actual,4894119
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth Development & Sports,Provincial Grants Youth Development,Operations,Budget,6000000
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth Development & Sports,Provincial Grants Youth Development,Operations,Original Budget,6000000
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Operations,Actual,17609839
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Operations,Budget,17275500
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Operations,Original Budget,17275500
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Payroll,Actual,2920270
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Payroll,Budget,3605924
2016,Ministry of Youth Development and Sports,Department of Youth and Sport,Youth & Employment,Youth & Employment Opportunities,Payroll,Original Budget,3605924
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Operations,Actual,9655251
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Operations,Budget,4550051
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Operations,Budget Supplementary,5000000
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Operations,Original Budget,4550051
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Payroll,Actual,40668871
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Payroll,Budget,36060168
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Portfolio Management,Payroll,Original Budget,36060168
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Corporate Services,Operations,Actual,38743
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Corporate Services,Payroll,Actual,19239616
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Corporate Services,Payroll,Budget,14305056
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Corporate Services,Payroll,Budget Supplementary,3000000
2016,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Cabinet Support,Corporate Services,Payroll,Original Budget,14305056
2016,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Cabinet Support,Corporate Services,Operations,Actual,19178444
2016,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Cabinet Support,Corporate Services,Operations,Budget,16795315
2016,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Cabinet Support,Corporate Services,Operations,Original Budget,16795315
2016,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Cabinet Support,Corporate Services,Payroll,Actual,3500
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Operations,Actual,14788854
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Operations,Budget,14499035
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Operations,Original Budget,14499035
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Payroll,Actual,21329826
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Payroll,Budget,22300790
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Payroll,Budget Supplementary,3000000
2016,Ministry of Justice and Social Welfare,Department of Womens Affairs,Womens Affairs,Women�s Affairs,Payroll,Original Budget,22300790
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Operations,Actual,57828195
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Operations,Budget,52452216
2016,Ministry of Justice and Social Welfare,Correctional Services,Correctional Services,Correctional Services,Operations,Original Budget,52452216
